LoanNr_ChkDgt;Name;City;State;Zip;Bank;BankState;NAICS;ApprovalDate;ApprovalFY;Term;NoEmp;NewExist;CreateJob;RetainedJob;FranchiseCode;UrbanRural;RevLineCr;LowDoc;ChgOffDate;DisbursementDate;DisbursementGross;BalanceGross;MIS_Status;ChgOffPrinGr;GrAppv;SBA_Appv;
1007395000;Cheryl A. Daniels d/b/a Cheryl;CRANSTON;RI;2920;BANK RHODE ISLAND;RI;812112;29-jul-03;2003;60;1;1;0;0;1;0;N;N;;31-aug-03;$20,000.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1007404005;SPRINTOUT INTERNET SERVICES;PROVIDENCE;RI;2903;WEBSTER BANK NATL ASSOC;RI;0;04-mar-97;1997;60;7;2;0;0;1;0;N;Y;;30-apr-97;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007405001;Cobb Kidney Center PC;SMYRNA;GA;30080;WELLS FARGO BANK NATL ASSOC;SD;621111;29-jul-03;2003;60;2;2;0;0;1;0;Y;N;;31-aug-03;$125,000.00 ;$0.00 ;P I F;$0.00 ;$125,000.00 ;$62,500.00 ;
1007414008;ST LOUIS LIQUOR & DELI;FLORISSANT;MO;63033;PNC BANK, NATIONAL ASSOCIATION;DE;0;04-mar-97;1997;60;5;2;0;0;1;0;N;Y;;30-jun-97;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$24,000.00 ;
1007415004;"Chez Lynn""s Bountique";GRAPEVINE;TX;76051;WELLS FARGO BANK NATL ASSOC;SD;448120;29-jul-03;2003;60;3;2;0;0;1;0;Y;N;;30-sep-03;$79,907.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1007424000;COMFORTS;SAN ANSELMO;CA;94960;READYCAP LENDING, LLC;CA;0;04-mar-97;1997;120;32;1;0;0;1;0;0;N;;31-May-97;$220,000.00 ;$0.00 ;P I F;$0.00 ;$220,000.00 ;$165,000.00 ;
1007425007;ESTENDA SOLUTIONS, INC.;CONSHOHOCKEN;PA;19428;SANTANDER BANK NATL ASSOC;DE;541512;30-jul-03;2003;60;4;2;0;0;1;0;N;N;;31-jan-05;$75,000.00 ;$0.00 ;P I F;$0.00 ;$75,000.00 ;$37,500.00 ;
1007426003;SEEGER ENTERPRISES LLC;HAM LAKE;MN;55304;WELLS FARGO BANK NATL ASSOC;SD;812990;08-feb-06;2006;80;7;1;1;8;1;1;Y;N;;31-May-06;$73,784.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1007435010;PRETTY WOMAN;JACKSON;MS;39216;TRUSTMARK NATIONAL BANK;MS;812112;30-jul-03;2003;48;1;1;0;0;1;1;N;N;;31-aug-03;$13,200.00 ;$0.00 ;P I F;$0.00 ;$13,200.00 ;$6,600.00 ;
1007436006;REDS REMODELING & REPAIR LLC;HILLIARD (RR NAME HILLIARDS);OH;43026;WELLS FARGO BANK NATL ASSOC;CA;236115;08-feb-06;2006;60;1;1;0;1;1;1;Y;N;;31-mar-06;$25,026.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1007445002;Hoffman-Nettekoven, Ltd.;OSHKOSH;WI;54903;ASSOCIATED BANK NATL ASSOC;WI;524210;30-jul-03;2003;84;10;1;0;0;1;0;N;N;;31-aug-03;$45,000.00 ;$0.00 ;P I F;$0.00 ;$45,000.00 ;$22,500.00 ;
1007454009;TIMOTHY E. RUSSELL;OXFORD;NY;13830;NBT BANK, NATIONAL ASSOCIATION;NY;0;04-mar-97;1997;240;11;1;0;0;1;0;N;N;;30-apr-97;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$112,500.00 ;
1007455005;Resale Resources Corporation;AUSTIN;TX;78728;WELLS FARGO BANK NATL ASSOC;TX;423430;30-jul-03;2003;26;17;1;0;0;1;0;T;N;;31-aug-03;$270,139.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$100,000.00 ;
1007456001;GR ROOFING CO INC;BANGOR;ME;4401;MERRILL BANK, A DIVISION OF;ME;238160;08-feb-06;2006;12;25;1;0;25;1;1;0;N;;28-feb-06;$60,000.00 ;$0.00 ;P I F;$0.00 ;$60,000.00 ;$51,000.00 ;
1007464001;GOLDSMITH, THE;BATON ROUGE;LA;70806;JPMORGAN CHASE BANK NATL ASSOC;LA;448310;04-mar-97;1997;84;2;1;0;0;1;0;N;Y;;31-jan-01;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007465008;Waldorf Tuxedo LLC;WARWICK;RI;2888;BANK RHODE ISLAND;RI;532230;31-jul-03;2003;0;11;1;0;0;1;0;Y;N;27-aug-10;31-aug-03;$432,428.00 ;$0.00 ;CHGOFF;$103,560.00 ;$150,000.00 ;$75,000.00 ;
1007466004;BMW FUEL INC;DETROIT;MI;48217;WELLS FARGO BANK NATL ASSOC;SD;447110;08-feb-06;2006;18;3;1;2;5;1;1;Y;N;19-feb-10;31-mar-06;$200,799.00 ;$0.00 ;CHGOFF;$86,697.00 ;$90,000.00 ;$45,000.00 ;
1007474004;STUCKEY SPECIALTY TOOL COMPANY;HOUSTON;TX;77039;WELLS FARGO BANK NATL ASSOC;TX;333132;04-mar-97;1997;84;20;1;0;0;1;0;0;N;;31-May-97;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007475000;P & G Music, Inc.;SAN ANTONIO;TX;78217;WELLS FARGO BANK NATL ASSOC;SD;424990;01-aug-03;2003;12;7;1;0;0;1;0;Y;N;;30-sep-03;$250,000.00 ;$0.00 ;P I F;$0.00 ;$250,000.00 ;$125,000.00 ;
1007484007;AUTO BOLT & NUT CO., INC.;CLEVELAND;OH;44103;KEYBANK NATIONAL ASSOCIATION;OH;332722;04-mar-97;1997;60;16;1;0;0;1;0;N;Y;;30-apr-98;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007485003;Hoffman and Associates Dental;ORLANDO;FL;32826;WELLS FARGO BANK NATL ASSOC;SD;339116;01-aug-03;2003;36;0;2;0;0;1;0;N;N;;30-sep-03;$86,000.00 ;$0.00 ;P I F;$0.00 ;$86,000.00 ;$43,000.00 ;
1007486010;BRIGHTER CHILD PLAY N LEARN CE;PLEASANT GROVE;UT;84062;CENTRAL BANK;UT;624410;08-feb-06;2006;9;2;2;0;2;1;1;Y;N;26-Oct-10;31-mar-06;$27,387.00 ;$0.00 ;CHGOFF;$6,294.00 ;$10,000.00 ;$5,000.00 ;
1007494010;"THE MUSICIAN""S WAREHOUSE";SAN JOSE;CA;95122;LOANS FROM OLD CLOSED LENDERS;DC;451140;04-mar-97;1997;120;5;1;0;0;1;0;0;N;;31-mar-97;$143,500.00 ;$0.00 ;P I F;$0.00 ;$143,500.00 ;$107,625.00 ;
1007495006;Hoffman and Associates Dental;ORLANDO;FL;32826;WELLS FARGO BANK NATL ASSOC;SD;339116;01-aug-03;2003;36;0;2;0;0;1;0;Y;N;;31-dec-03;$36,857.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1007504000;"KING TUT""S MINI MART";GOLDEN VALLEY;AZ;86413;MOHAVE STATE BANK;AZ;0;04-mar-97;1997;120;2;2;0;0;1;0;N;Y;;31-May-97;$48,000.00 ;$0.00 ;P I F;$0.00 ;$48,000.00 ;$38,400.00 ;
1007514003;J A BEAUTY SUPPLY, INC.;BOZEMAN;MT;59715;MONTANA COMMUN FINAN CORP;MT;0;04-mar-97;1997;240;3;1;1;2;1;0;N;N;;13-aug-97;$92,000.00 ;$0.00 ;P I F;$0.00 ;$92,000.00 ;$92,000.00 ;
1007524006;D & D LANDSCAPING PRODUCTS;JACKSON;TN;38305;REGIONS BANK;AL;421990;04-mar-97;1997;72;2;2;0;0;1;0;N;Y;;30-apr-99;$21,000.00 ;$0.00 ;P I F;$0.00 ;$21,000.00 ;$16,800.00 ;
1007525002;Chad P. Nevola, M.D.;PROVIDENCE;RI;2903;BANK RHODE ISLAND;RI;621399;04-aug-03;2003;60;6;2;0;0;1;0;N;N;;31-aug-03;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$75,000.00 ;
1007534009;CITRUS MAINTENANCE & SERVICE;LEHIGH ACRES;FL;33936;WELLS FARGO BANK NATL ASSOC;SD;221310;04-mar-97;1997;84;9;2;0;0;1;0;N;Y;;30-apr-97;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007535005;Lewis & Craft Outdoors Unlimit;JACKSON;MS;39212;TRUSTMARK NATIONAL BANK;MS;451110;04-aug-03;2003;42;3;1;0;0;1;1;N;N;;30-sep-03;$35,300.00 ;$0.00 ;P I F;$0.00 ;$35,300.00 ;$17,650.00 ;
1007544001;HEALTHY APPETITES FOR HEALTHY;BRIDGEPORT;WV;26330;HARRISON COUNTY BANK;WV;0;04-mar-97;1997;147;20;2;0;0;1;0;N;N;;30-sep-98;$218,500.00 ;$0.00 ;P I F;$0.00 ;$510,000.00 ;$382,500.00 ;
1007545008;Escamilla Construction, Inc.;FORT WORTH;TX;76115;WELLS FARGO BANK NATL ASSOC;SD;236115;05-aug-03;2003;60;5;1;0;0;1;0;Y;N;;30-sep-03;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1007554004;TO BE FORMED;SUFFERN;NY;10901;BANCO POPULAR DE PUERTO RICO;PR;0;04-mar-97;1997;85;30;1;0;0;1;0;N;Y;;04-mar-97;$65,134.00 ;$0.00 ;P I F;$0.00 ;$83,000.00 ;$66,400.00 ;
1007564007;ASSOCIATED MECHANICAL SPECIALI;WEST BERLIN;NJ;8091;COMMERCE BANK, A DIVISION OF;PA;235610;04-mar-97;1997;17;6;1;0;0;1;0;N;N;;19-mar-97;$200,000.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$150,000.00 ;
1007574010;C.R. WINGS;BEL AIR;MD;21014;HARFORD BANK;MD;0;04-mar-97;1997;84;10;1;0;0;1;0;N;Y;;30-jun-97;$33,000.00 ;$0.00 ;P I F;$0.00 ;$33,000.00 ;$26,400.00 ;
1007575006;Aztech Commercial Cleaning, In;RIDGELAND;MS;39157;TRUSTMARK NATIONAL BANK;MS;561720;05-aug-03;2003;85;75;1;0;0;1;1;Y;N;;31-Oct-03;$59,386.00 ;$0.00 ;P I F;$0.00 ;$40,300.00 ;$20,150.00 ;
1007585009;Need 4 Speed Performance, Inc;RIDGELAND;MS;39157;TRUSTMARK NATIONAL BANK;MS;441310;06-aug-03;2003;84;1;2;0;0;1;1;N;N;;31-Oct-03;$125,700.00 ;$0.00 ;P I F;$0.00 ;$125,700.00 ;$62,850.00 ;
1007594005;L.A. SOUL, INC.;LOS ANGELES;CA;90014;CITIBANK, N.A.;SD;0;04-mar-97;1997;300;1;1;0;0;1;0;N;N;;31-mar-97;$277,000.00 ;$0.00 ;P I F;$0.00 ;$277,000.00 ;$207,750.00 ;
1007595001;Pro-Active Contractors, Inc.;KINGSTON;GA;30145;WELLS FARGO BANK NATL ASSOC;SD;235210;13-aug-03;2003;48;15;2;0;0;1;0;N;N;;31-jan-04;$5,007.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1007605002;Pegasus Aircraft Maintenance,;ANCHORAGE;AK;99502;KEYBANK NATIONAL ASSOCIATION;OH;811310;14-aug-03;2003;60;22;2;0;0;1;0;Y;N;;30-sep-03;$777,278.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$100,000.00 ;
1007615005;Courtney Simms d/b/a Simms Tru;LITHONIA;GA;30058;WELLS FARGO BANK NATL ASSOC;SD;484110;15-aug-03;2003;60;1;2;0;0;1;0;N;N;;30-sep-03;$85,000.00 ;$0.00 ;P I F;$0.00 ;$85,000.00 ;$42,500.00 ;
1007625008;Northeast Stainless, Inc.;NORTH ANDOVER;MA;1845;TD BANK, NATIONAL ASSOCIATION;DE;811310;20-aug-03;2003;84;8;2;0;0;1;0;Y;N;;30-sep-03;$167,475.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$75,000.00 ;
1007644007;CARRERAS TECHNOLOGIES;RICHMOND;VA;23235;FIRST COMMUNITY BANK;VA;0;04-mar-97;1997;60;1;2;0;0;1;0;N;Y;;05-mar-97;$7,500.00 ;$0.00 ;P I F;$0.00 ;$7,500.00 ;$6,000.00 ;
1007645003;Total Eye Care PC;FULTON;MS;38843;TRUSTMARK NATIONAL BANK;MS;621320;21-aug-03;2003;24;4;1;0;0;1;2;Y;N;;30-sep-03;$30,300.00 ;$0.00 ;P I F;$0.00 ;$30,300.00 ;$15,150.00 ;
1007655006;Colby Direct Delivery;PORTLAND;CT;6480;TD BANK, NATIONAL ASSOCIATION;DE;484230;21-aug-03;2003;84;1;1;0;0;1;0;N;N;;31-dec-03;$8,000.00 ;$0.00 ;P I F;$0.00 ;$8,000.00 ;$4,000.00 ;
1007664002;GLASS BOAT, THE;RICHMOND;VA;23221;FIRST COMMUNITY BANK;VA;0;04-mar-97;1997;84;3;1;0;0;1;0;N;Y;;11-mar-97;$15,000.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$12,000.00 ;
1007665009;Boston Street House of Pizza;SALEM;MA;1970;TD BANK, NATIONAL ASSOCIATION;DE;722211;22-aug-03;2003;84;2;2;0;0;1;0;Y;N;;31-dec-03;$871.00 ;$0.00 ;;$0.00 ;$15,000.00 ;$7,500.00 ;
1007674005;SUNSHINE APPAREL, INC.;PHOENIX;AZ;85013;FIRST FIDEL. BANK NATL ASSOC;AZ;422330;04-mar-97;1997;84;2;2;0;0;1;0;N;Y;;31-May-97;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$40,000.00 ;
1007675001;Boston Street House of Pizza;SALEM;MA;1970;TD BANK, NATIONAL ASSOCIATION;DE;722211;22-aug-03;2003;60;2;2;0;0;1;0;N;N;;30-sep-03;$15,000.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1007684008;OPHTHALMIC CONSULTANT GROUP;OAKLAND;CA;94601;INNOVATIVE BANK;CA;421460;04-mar-97;1997;84;2;1;0;0;1;0;N;Y;;31-mar-97;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$24,000.00 ;
1007685004;Service Jewelry & Repair, Inc.;MADISON;TN;37115;WELLS FARGO BANK NATL ASSOC;SD;448310;26-aug-03;2003;60;16;2;0;0;1;0;N;N;;30-sep-03;$85,000.00 ;$0.00 ;P I F;$0.00 ;$85,000.00 ;$42,500.00 ;
1007694000;BEACH CYCLE RENTALS;PISMO BEACH;CA;93449;RABOBANK, NATIONAL ASSOCIATION;CA;0;04-mar-97;1997;114;23;1;0;0;1;0;N;Y;;30-sep-97;$98,000.00 ;$0.00 ;P I F;$0.00 ;$98,000.00 ;$78,400.00 ;
1007695007;Accounting Business Center, In;FLOWERY BRANCH;GA;30542;WELLS FARGO BANK NATL ASSOC;SD;541219;26-aug-03;2003;60;2;1;0;0;1;0;N;N;;30-nov-03;$48,208.00 ;$0.00 ;P I F;$0.00 ;$50,500.00 ;$25,250.00 ;
1007704001;CENCAL AUTOBODY SUPPLIES;SALINAS;CA;93901;RABOBANK, NATIONAL ASSOCIATION;CA;0;04-mar-97;1997;84;7;1;0;0;1;0;N;N;;30-jun-97;$70,000.00 ;$0.00 ;P I F;$0.00 ;$70,000.00 ;$56,000.00 ;
1007705008;Bull Moose Trucking, LLC;NORTH READING;MA;1864;TD BANK, NATIONAL ASSOCIATION;DE;484110;26-aug-03;2003;56;1;2;0;0;1;0;N;N;;30-sep-03;$63,100.00 ;$0.00 ;P I F;$0.00 ;$63,100.00 ;$31,550.00 ;
1007714004;LA BORINQUENA GROCERY;ROXBURY;MA;2119;CITIZENS BANK NATL ASSOC;MA;0;04-mar-97;1997;120;2;1;0;0;1;0;N;Y;;30-jun-97;$80,000.00 ;$0.00 ;P I F;$0.00 ;$80,000.00 ;$64,000.00 ;
1007725003;Moon Transtars LLC;SOUTH GLASTONBURY;CT;6073;TD BANK, NATIONAL ASSOCIATION;DE;484110;26-aug-03;2003;84;1;2;0;0;1;0;N;N;;31-Oct-03;$85,000.00 ;$0.00 ;P I F;$0.00 ;$85,000.00 ;$42,500.00 ;
1007735006;Embolden Design, Inc.;PAWTUCKET;RI;2860;BANK RHODE ISLAND;RI;541519;27-aug-03;2003;60;6;1;0;0;1;0;Y;N;;30-sep-03;$193,356.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1007745009;Joseph Tart d/b/a Custom Eye C;RALEIGH;NC;27604;WELLS FARGO BANK NATL ASSOC;SD;541990;27-aug-03;2003;84;2;2;0;0;1;0;N;N;;30-nov-03;$113,000.00 ;$0.00 ;P I F;$0.00 ;$113,000.00 ;$56,500.00 ;
1007754005;The Vision Center IV, LLC;LAS VEGAS;NV;89134;BANK OF NEVADA, A DIVISION OF;NV;621320;04-mar-97;1997;84;1;1;0;0;1;0;N;N;;31-mar-97;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1007755001;F.W.Gorham Landscaping;LEOMINSTER;MA;1453;TD BANK, NATIONAL ASSOCIATION;DE;561730;27-aug-03;2003;60;3;1;0;0;1;0;N;N;;30-sep-03;$6,684.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1007764008;KURT KINDER STATION;CEMENT;OK;73017;CHICKASHA BANK & TRUST COMPANY;OK;0;04-mar-97;1997;120;1;1;0;0;1;0;N;Y;;31-mar-98;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1007765004;F.W.Gorham Landscaping;LEOMINSTER;MA;1453;TD BANK, NATIONAL ASSOCIATION;DE;561730;27-aug-03;2003;60;3;1;0;0;1;0;N;N;;31-Oct-03;$15,000.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1007774000;PAST TIME COLLECTIBLES;CHEROKEE;NC;28719;UNITED COMMUNITY BANK;NC;0;04-mar-97;1997;125;2;1;0;0;1;0;N;Y;;31-May-97;$70,000.00 ;$0.00 ;P I F;$0.00 ;$70,000.00 ;$56,000.00 ;
1007784003;CERTA PROPAINTERS;PALMDALE;CA;93551;CALIFORNIA BANK & TRUST;CA;235210;04-mar-97;1997;77;4;2;0;0;1;0;N;Y;24-sep-01;30-jun-97;$50,000.00 ;$0.00 ;CHGOFF;$18,761.00 ;$50,000.00 ;$40,000.00 ;
1007794006;SERVICE TECH;MANITOWOC;WI;54220;BANK FIRST NATIONAL;WI;0;04-mar-97;1997;78;2;2;0;0;1;0;N;N;;30-apr-97;$68,000.00 ;$0.00 ;P I F;$0.00 ;$68,000.00 ;$54,400.00 ;
1007795002;Cabinet Gallery, Ltd.;WOONSOCKET;RI;2895;BANK RHODE ISLAND;RI;442299;02-sep-03;2003;48;12;1;0;0;1;0;Y;N;;31-mar-07;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1007805003;Paige Smith d/b/a Gotcha Cover;GERMANTOWN;TN;38138;WELLS FARGO BANK NATL ASSOC;SD;453998;02-sep-03;2003;84;3;2;0;0;1;0;N;N;;30-nov-03;$62,400.00 ;$0.00 ;P I F;$0.00 ;$62,400.00 ;$31,200.00 ;
1007825009;Sharon Aircraft Components;SOMERSVILLE;CT;6072;TD BANK, NATIONAL ASSOCIATION;DE;336412;03-sep-03;2003;60;2;1;0;0;1;0;N;N;;30-sep-03;$16,000.00 ;$0.00 ;P I F;$0.00 ;$16,000.00 ;$8,000.00 ;
1007834005;WALNUT MARKET;PITTSBURGH;PA;15206;FIRST COMMONWEALTH BANK;PA;0;04-mar-97;1997;96;4;1;0;0;1;0;N;Y;;30-jun-97;$65,000.00 ;$0.00 ;P I F;$0.00 ;$65,000.00 ;$52,000.00 ;
1007835001;Seilevel, Inc.;AUSTIN;TX;78759;WELLS FARGO BANK NATL ASSOC;TX;541519;05-sep-03;2003;38;8;1;0;0;1;0;T;N;;31-dec-03;$158,000.00 ;$0.00 ;P I F;$0.00 ;$130,000.00 ;$65,000.00 ;
1007844008;ATLAS MOTOR VEHICLE, INC.;CHICAGO;IL;60614;JPMORGAN CHASE BANK NATL ASSOC;IL;0;04-mar-97;1997;90;3;1;0;0;1;0;0;N;;31-Oct-97;$18,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$28,000.00 ;
1007854000;MORNING STAR;LANCASTER;CA;93534;CALIFORNIA BANK & TRUST;CA;0;04-mar-97;1997;94;2;2;0;0;1;0;N;Y;31-aug-99;30-apr-97;$100,000.00 ;$0.00 ;CHGOFF;$74,519.00 ;$100,000.00 ;$80,000.00 ;
1007855007;Eastside Eyewear, Inc.;PROVIDENCE;RI;2906;BANK RHODE ISLAND;RI;446130;08-sep-03;2003;0;1;1;0;0;1;0;Y;N;7-Oct-10;30-sep-03;$108,148.00 ;$0.00 ;CHGOFF;$63,935.00 ;$75,000.00 ;$37,500.00 ;
1007865010;Lakewood Cards & Gifts, Inc.;ONTARIO;CA;91764;CALIFORNIA BANK & TRUST;CA;453220;09-sep-03;2003;11;12;1;0;0;1;0;Y;N;30-aug-07;30-sep-03;$150,000.00 ;$0.00 ;CHGOFF;$148,750.00 ;$150,000.00 ;$75,000.00 ;
1007875002;Beer Barn of Waterbury, LLC;WATERBURY;CT;6704;TD BANK, NATIONAL ASSOCIATION;DE;445310;10-sep-03;2003;84;2;1;0;0;1;0;N;N;;31-dec-03;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$17,500.00 ;
1007884009;ZUZU HOMEMADE MEXICAN FOOD;AUSTIN;TX;78759;COMPASS BANK;AL;0;04-mar-97;1997;240;1;2;0;0;1;0;0;N;;31-mar-97;$675,000.00 ;$0.00 ;P I F;$0.00 ;$675,000.00 ;$506,250.00 ;
1007885005;Hoffman & Associates Dental La;ORLANDO;FL;32826;WELLS FARGO BANK NATL ASSOC;SD;621210;11-sep-03;2003;60;2;2;0;0;1;0;N;N;;30-nov-03;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1007894001;STOLBERG,STONE & CO.;DURANGO;CO;81302;SCEDD DEVELOPMENT COMPANY;CO;0;04-mar-97;1997;240;7;1;7;7;1;0;N;N;;16-jul-97;$178,000.00 ;$0.00 ;P I F;$0.00 ;$178,000.00 ;$178,000.00 ;
1007895008;Dixie Electric Motor Sales & S;SLOCOMB;AL;36375;WELLS FARGO BANK NATL ASSOC;SD;453998;12-sep-03;2003;12;6;2;0;0;1;0;Y;N;;30-nov-03;$33,431.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1007905009;James A. Howard d/b/a Angels W;BIRMINGHAM;AL;35209;WELLS FARGO BANK NATL ASSOC;SD;453310;15-sep-03;2003;36;1;2;0;0;1;0;N;N;;30-nov-03;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1007914005;HARTFORD STEAK CO. TAVERN;HARTFORD;SD;57033;HOME FEDERAL BANK;SD;0;04-mar-97;1997;180;1;2;0;0;1;0;N;N;;31-jul-97;$115,000.00 ;$0.00 ;P I F;$0.00 ;$115,000.00 ;$86,250.00 ;
1007915001;The Wellness Company, L.L.C.;PROVIDENCE;RI;2905;BANK RHODE ISLAND;RI;621999;16-sep-03;2003;69;14;2;0;0;1;0;Y;N;;31-dec-05;$1,169,361.00 ;$0.00 ;P I F;$0.00 ;$250,000.00 ;$125,000.00 ;
1007924008;BISHOP-LAVISH GENERAL PARTNERS;PEORIA;AZ;85345;JPMORGAN CHASE BANK NATL ASSOC;IL;624410;04-mar-97;1997;60;1;2;0;0;1;0;0;N;;30-apr-00;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1007925004;Marketing Resource of Mississi;JACKSON;MS;39216;TRUSTMARK NATIONAL BANK;MS;424410;16-sep-03;2003;24;10;1;0;0;1;2;Y;N;;31-jan-04;$41,686.00 ;$0.00 ;P I F;$0.00 ;$30,300.00 ;$15,150.00 ;
1007934000;NEW CAPITAL MOTEL;SALT LAKE CITY;UT;84115;ZIONS FIRST NATIONAL BANK;UT;0;04-mar-97;1997;180;2;1;0;0;1;0;N;N;;08-apr-97;$600,000.00 ;$0.00 ;P I F;$0.00 ;$700,000.00 ;$525,000.00 ;
1007944003;PACIFIC TAN;MARTINEZ;CA;94553;BANK OF AMERICA NATL ASSOC;NY;0;04-mar-97;1997;84;1;2;0;0;1;0;N;Y;;31-May-97;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$20,000.00 ;
1007945010;National Auto Specialty, Inc.;WARWICK;RI;2888;BANK RHODE ISLAND;RI;811111;17-sep-03;2003;60;9;1;0;0;1;0;N;N;;30-sep-03;$70,000.00 ;$0.00 ;P I F;$0.00 ;$70,000.00 ;$35,000.00 ;
1007955002;Georgetown Sporting Goods, Inc;GEORGETOWN;TX;78626;WELLS FARGO BANK NATL ASSOC;TX;451110;17-sep-03;2003;83;10;1;0;0;1;0;Y;N;;31-Oct-03;$318,953.00 ;$0.00 ;P I F;$0.00 ;$250,000.00 ;$125,000.00 ;
1007964009;Tulare Firestone;TULARE;CA;93274;CERTIFIED DEVEL CORP OF TULARE;CA;0;04-mar-97;1997;240;48;1;6;42;1;0;N;N;;11-jun-97;$185,000.00 ;$0.00 ;P I F;$0.00 ;$185,000.00 ;$185,000.00 ;
1007965005;Leslie H. Sultan, DDS, P.A.;PLANTATION;FL;33324;WELLS FARGO BANK NATL ASSOC;SD;621210;18-sep-03;2003;60;6;1;0;0;1;0;N;N;;30-nov-03;$162,000.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$100,000.00 ;
1007975008;Simeone Enterprises, LLC;BERLIN;CT;6037;TD BANK, NATIONAL ASSOCIATION;DE;447110;19-sep-03;2003;60;8;2;0;0;39700;0;N;N;;31-Oct-03;$125,000.00 ;$0.00 ;P I F;$0.00 ;$125,000.00 ;$62,500.00 ;
1007984004;METRON SUPER GAS;PETALUMA;CA;94954;LOANS FROM OLD CLOSED LENDERS;DC;0;04-mar-97;1997;120;2;1;0;0;1;0;0;N;;30-jun-97;$961,900.00 ;$0.00 ;P I F;$0.00 ;$961,900.00 ;$721,425.00 ;
1007985000;XPC;TORRINGTON;CT;6790;TD BANK, NATIONAL ASSOCIATION;DE;811212;19-sep-03;2003;51;1;2;0;0;1;0;N;N;14-dec-06;31-jan-04;$64,000.00 ;$0.00 ;CHGOFF;$47,363.00 ;$64,000.00 ;$32,000.00 ;
1008004005;ENGINEERED AIR CO;CODY;WY;82414;PINNACLE BANK-WYOMING;WY;235110;04-mar-97;1997;60;2;1;0;0;1;0;N;Y;;31-May-97;$86,000.00 ;$0.00 ;P I F;$0.00 ;$86,000.00 ;$68,800.00 ;
1008005001;Curves for Women;NORTH ADAMS;MA;1247;TD BANK, NATIONAL ASSOCIATION;DE;713940;19-sep-03;2003;60;2;2;0;0;21420;0;N;N;;31-jan-04;$16,000.00 ;$0.00 ;P I F;$0.00 ;$16,000.00 ;$8,000.00 ;
1008015004;Henry B Shamburger & Dorothy L;CLINTON;MS;39056;TRUSTMARK NATIONAL BANK;MS;722110;24-sep-03;2003;180;2;2;0;0;1;1;N;N;;31-Oct-03;$119,000.00 ;$0.00 ;P I F;$0.00 ;$119,000.00 ;$59,500.00 ;
